-8.044155514799059548e-01,5.722609786316750213e-01,2.000000000000000000e+00
-4.314810810610649749e-01,1.701791589148340111e-01,2.000000000000000000e+00
-8.092269031330939777e-01,-4.140984630212189987e-01,1.000000000000000000e+00
5.025338307023049511e-01,-8.024338856339450210e-01,2.000000000000000000e+00
9.744656304828820392e-01,6.392925563268360145e-01,1.000000000000000000e+00
-5.551866958849129841e-01,7.574891205877070099e-01,2.000000000000000000e+00
5.175929460674519866e-01,-8.041405188851059593e-01,2.000000000000000000e+00
-1.492525469511750136e-01,4.788433439098300215e-01,2.000000000000000000e+00
-4.640718130394819868e-02,5.354139120317999989e-01,2.000000000000000000e+00
9.395647500641639560e-01,-1.857017199508849969e-01,2.000000000000000000e+00
-9.625415587797759853e-01,7.904469138011339657e-01,2.000000000000000000e+00
-1.904263617470859926e-01,2.789438511244949903e-01,2.000000000000000000e+00
6.470393687486649670e-01,-1.122415852732960018e-01,2.000000000000000000e+00
8.064970066770910107e-01,4.054828686639669888e-01,1.000000000000000000e+00
-2.084167450666430110e-01,6.066499226726590477e-01,2.000000000000000000e+00
8.152509462088349812e-01,-9.875462250784039497e-02,2.000000000000000000e+00
5.418365821242329856e-03,-3.463878994807600281e-02,2.000000000000000000e+00
2.455318146385249978e-01,-7.268328526988629967e-01,2.000000000000000000e+00
3.845408512279390179e-01,9.888855698518459469e-01,1.000000000000000000e+00
8.164076465182009690e-01,-4.515685224905610085e-01,2.000000000000000000e+00
-1.530757267028090042e-02,-9.468391542322930343e-01,1.000000000000000000e+00
6.730591133236889512e-01,6.701531461440030091e-01,1.000000000000000000e+00
-1.827518623322250124e-01,-6.195215471088889592e-01,1.000000000000000000e+00
5.708401137962939575e-01,8.217665157280860111e-01,1.000000000000000000e+00
-9.755097329616549406e-02,-5.370204215869309738e-01,1.000000000000000000e+00
1.681228782981629977e-01,7.087841131724420540e-01,1.000000000000000000e+00
6.601915848441419765e-01,-2.839010395109650003e-02,2.000000000000000000e+00
-5.426834812387819618e-01,5.296754683367910221e-01,2.000000000000000000e+00
