9.708760036155580364e-01,-5.671301656402649716e-01,1.000000000000000000e+00
8.745101979002360693e-02,6.058056727051730483e-01,1.000000000000000000e+00
-2.562786405906080089e-01,4.120944971218710173e-01,1.000000000000000000e+00
-5.395973655395209789e-01,8.316684095188979498e-02,2.000000000000000000e+00
-8.788948603905739621e-01,5.868371715769169494e-01,2.000000000000000000e+00
9.412425756454470549e-02,-5.884826248511669800e-01,2.000000000000000000e+00
-6.965673062950370475e-01,-8.023833343759180503e-02,2.000000000000000000e+00
-7.004512506537140526e-01,-3.642684547230600201e-01,2.000000000000000000e+00
-1.933608441613610118e-01,3.511938829906279813e-01,1.000000000000000000e+00
9.715430149808530480e-01,-5.516452197916810185e-01,1.000000000000000000e+00
-5.042005009017880290e-01,2.622994226403529971e-01,2.000000000000000000e+00
5.700740092433990158e-01,5.356846582144499935e-01,1.000000000000000000e+00
1.410569259896869987e-01,3.161536459811030153e-01,1.000000000000000000e+00
1.470882492139939934e-01,8.168914015404880047e-01,1.000000000000000000e+00
-7.230320465750990078e-01,-7.648480264469979806e-02,2.000000000000000000e+00
8.478234838694329589e-01,8.233507145196200527e-01,1.000000000000000000e+00
-2.891684048809110008e-01,1.634366712532940025e-01,2.000000000000000000e+00
5.523312836885450189e-02,-9.976388136856260136e-01,2.000000000000000000e+00
8.996350024826820224e-01,-8.762076674029229961e-01,1.000000000000000000e+00
-7.714646821841599778e-01,-3.806330175139009953e-01,2.000000000000000000e+00
2.624213253147900105e-01,9.422297235578299679e-01,1.000000000000000000e+00
-9.293454159051179886e-01,5.166679900139570236e-02,2.000000000000000000e+00
3.358860570006069746e-01,7.216918533667919800e-01,1.000000000000000000e+00
-3.879184634424749922e-01,6.899284292012449749e-01,1.000000000000000000e+00
-2.383054913952949994e-01,5.683877472765740402e-01,1.000000000000000000e+00
2.895895219407980115e-01,7.665062509477139630e-01,1.000000000000000000e+00
7.264790367335079990e-01,-2.935004974715409998e-01,1.000000000000000000e+00
-7.382745668292049757e-02,2.578524295240640085e-01,1.000000000000000000e+00
-9.023117870092389747e-01,2.932854136452079860e-02,2.000000000000000000e+00
2.485738359391690133e-01,1.010518926195800027e-01,1.000000000000000000e+00
-9.713556836359199531e-01,1.258311280980710101e-01,2.000000000000000000e+00
6.475121197290719666e-01,8.522107251919810444e-01,1.000000000000000000e+00
-1.772181154228749944e-01,3.224466866813600063e-01,1.000000000000000000e+00
5.851598759181799725e-01,-9.522483991459009811e-01,2.000000000000000000e+00
1.948308693245049961e-01,-5.646090260706839725e-01,2.000000000000000000e+00
2.236916399560870128e-01,4.369234857149419948e-01,1.000000000000000000e+00
8.788374951109290123e-01,6.224232497625049598e-01,1.000000000000000000e+00
-6.927940091118219845e-01,1.911039995029570060e-01,2.000000000000000000e+00
5.477200024761259556e-01,-6.038076537661249965e-01,2.000000000000000000e+00
4.066455122083429963e-01,6.082210177555680275e-01,1.000000000000000000e+00
-2.661780761554840002e-01,5.275652995333079964e-01,1.000000000000000000e+00
-9.301931108348070465e-01,-5.476537221111360543e-01,2.000000000000000000e+00
-3.284900728613139864e-01,5.895796599797900051e-01,1.000000000000000000e+00
-6.454012556932869904e-01,6.264664814807470172e-01,2.000000000000000000e+00
-8.658404015004630416e-01,-2.776748454198240124e-01,2.000000000000000000e+00
5.579981813207270103e-02,9.623809475451710060e-01,1.000000000000000000e+00
9.378866292536260085e-02,8.752247141674159847e-01,1.000000000000000000e+00
7.477783085778359762e-02,4.122086227871479824e-01,1.000000000000000000e+00
4.830909688025710191e-01,7.167338966391979538e-01,1.000000000000000000e+00
-4.398388951085510090e-01,-4.553855042904619843e-01,2.000000000000000000e+00
-3.387195658870040260e-01,3.820709236897529837e-01,1.000000000000000000e+00
-6.751376311294730037e-01,-3.016201229766010128e-01,2.000000000000000000e+00
3.432825724594300021e-01,-8.586720759049060181e-01,2.000000000000000000e+00
-9.474595901556309707e-01,-1.201518848538399992e-01,2.000000000000000000e+00
-7.550956541672350364e-02,3.449995769187810118e-02,2.000000000000000000e+00
